Document,Topic,Location,Topic_name
"In fact, already beneath the grim and petty rattish dominion, you could sense, among the less obvious people a pondering, the preparation of a swallowlike flight, heading for the transparent air with a deft flick of the tail, then tracing with their wings' blade the curve of an opening horizon.",-1,52HIDDEN CITIES 3,Complexity
"I have come back to Marozia after many years: for some time the sibyl's prophecy is considered to have come true; the old century is dead and buried, the new is at its climax.",-1,52HIDDEN CITIES 3,Complexity
"The city has surely changed, and perhaps for the better.",0,52HIDDEN CITIES 3,Opposite
"But the wings I have seen moving about are those of suspicious umbrellas under which heavy eyelids are lowered; there are people who believe they are flying, but it is already an achievement if they can get off the ground flapping their batlike overcoats.",-1,52HIDDEN CITIES 3,Complexity
"It also happens that, if you move along Marozia's compact walls, when you least expect it, you see a crack open and a different city appear.",-1,52HIDDEN CITIES 3,Complexity
"Then, an instant later, it has already vanished.",-1,52HIDDEN CITIES 3,Complexity
"Perhaps everything lies in knowing what words to speak, what actions to perform, and in what order and rhythm; or else someone's gaze, answer, gesture is enough; it is enough for someone to do something for the sheer pleasure of doing it, and for his pleasure to become the pleasure of others: at that moment, all spaces change, all heights, distances; the city is transfigured, becomes crystalline, transparent as a dragonfly.",-1,52HIDDEN CITIES 3,Complexity
"But everything must happen as if by chance, without attaching too much importance to it, without insisting that you are performing a decisive operation, remembering clearly that any moment the old Marozia will return and solder its ceiling of stone, cobwebs, and mould over all heads.",-1,52HIDDEN CITIES 3,Complexity
Was the oracle mistaken?,2,52HIDDEN CITIES 3,Escape
Not necessarily.,3,52HIDDEN CITIES 3,Gaze
"I interpret it in this way: Marozia consists of two cities, the rat's and the swallow's; both change with time, but their relationship does not change; the second is the one about to free itself from the first.",-1,52HIDDEN CITIES 3,Complexity
To tell you about Penthesilea I should begin by describing the entrance to the city.,-1,53CONTINUOUS CITIES 5,Complexity
"You, no doubt, imagine seeing a girdle of walls rising from the dusty plain as you slowly approach the gate, guarded by customs men who are already casting oblique glances at your bundles.",-1,53CONTINUOUS CITIES 5,Complexity
Until you have reached it you are outside it; you pass beneath an archway and you find yourself within the city; its compact thickness surrounds you; carved in its stone there is a pattern that will be revealed to you if you follow its jagged outline.,0,53CONTINUOUS CITIES 5,Opposite
"If this is what you believe, you are wrong: Penthesilea is different.",-1,53CONTINUOUS CITIES 5,Complexity
You advance for hours and it is not clear to you whether you are already in the city's midst or still outside it.,0,53CONTINUOUS CITIES 5,Opposite
"Like a lake with low shores lost in swamps, so Penthesilea spreads for miles around, a soupy city diluted in the plain; pale buildings back to back in mangy fields, among plank fences and corrugated-iron sheds.",-1,53CONTINUOUS CITIES 5,Complexity
"Every now and then at the edges of the street a cluster of constructions with shallow facades, very tall or very low, like a snaggle-toothed comb, seems to indicate that from there the city's texture will thicken.",0,53CONTINUOUS CITIES 5,Opposite
"But you continue and you find instead other vague spaces, then a rusty suburb of workshops and warehouses, a cemetery, a carnival with Ferris wheel, a shambles; you start down a street of scrawny shops which fades amid patches of leprous countryside.",-1,53CONTINUOUS CITIES 5,Complexity
"If you ask the people you meet, 'Where is Penthesilea?'",-1,53CONTINUOUS CITIES 5,Complexity
"they make a broad gesture which may mean 'Here,' or else 'Farther on,' or 'All around you,' or even 'In the opposite direction.'",-1,53CONTINUOUS CITIES 5,Complexity
"'I mean the city,' you ask, insistently.",0,53CONTINUOUS CITIES 5,Opposite
"'We come here every morning to work,' someone answers, while others say, 'We come back here at night to sleep.'",-1,53CONTINUOUS CITIES 5,Complexity
'But the city where people live?',0,53CONTINUOUS CITIES 5,Opposite
you ask.,3,53CONTINUOUS CITIES 5,Gaze
"'It must be that way,' they say, and some raise their arms obliquely towards an aggregation of opaque polyhedrons on the horizon, while others indicate, behind you, the specter of other spires.",-1,53CONTINUOUS CITIES 5,Complexity
'Then I've gone past it without realizing it?',3,53CONTINUOUS CITIES 5,Gaze
"'No, try going straight ahead.'",3,53CONTINUOUS CITIES 5,Gaze
"And so you continue, passing from outskirts to outskirts, and the time comes to leave Penthesilea.",-1,53CONTINUOUS CITIES 5,Complexity
"You ask for the road out of the city; you pass again the string of scattered suburbs like a freckled pigmentation; night falls; windows come alight, here more concentrated, sparser there.",-1,53CONTINUOUS CITIES 5,Complexity
"You have given up trying to understand whether, hidden in some sac or wrinkle of these dilapidated surroundings there exists a Penthesilea the visitor can recognize and remember, or whether Penthesilea is only the outskirts itself.",-1,53CONTINUOUS CITIES 5,Complexity
The question that now begins to gnaw at your mind is more anguished: outside Penthesilea does an outside exist?,-1,53CONTINUOUS CITIES 5,Complexity
"Or, no matter how far you go from the city, will you only pass from one limbo to another, never managing to leave it?",0,53CONTINUOUS CITIES 5,Opposite
Recurrent invasions racked the city of Theodora in the centuries of its history; no sooner was one enemy routed than another gained strength and threatened the survival of the inhabitants.,6,54HIDDEN CITIES 4,Existentialism
"When the sky was cleared of condors, they had to face the propagation of serpents; the spiders' extermination allowed the flies to multiply into a black swarm; the victory over the termites left the city at the mercy of the woodworms.",6,54HIDDEN CITIES 4,Existentialism
One by one the species incompatible to the city had to succumb and were extinguished.,6,54HIDDEN CITIES 4,Existentialism
"By dint of ripping away scales and carapaces, tearing off elytra and feathers, the people gave Theodora the exclusive image of human city that still distinguishes it.",6,54HIDDEN CITIES 4,Existentialism
"But first, for many long years, it was uncertain whether or not the final victory would not go to the last species left to fight man's possession of the city: the rats.",6,54HIDDEN CITIES 4,Existentialism
"From each generation of rodents that the people managed to exterminate, the few survivors gave birth to a tougher progeny, invulnerable to traps and resistant to all poison.",6,54HIDDEN CITIES 4,Existentialism
"In the space of a few weeks, the sewers of Theodora were repopulated with hordes of spreading rats.",6,54HIDDEN CITIES 4,Existentialism
"At last, with an extreme massacre, the murderous, versatile ingenuity of mankind defeated the overweening life-force of the enemy.",6,54HIDDEN CITIES 4,Existentialism
"The city, great cemetery of the animal kingdom, was closed, aseptic, over the final buried corpses with their last fleas and their last germs.",5,54HIDDEN CITIES 4,The Fatal Conceit
Man had finally reestablished the order of the world which he had himself upset: no other living species existed to cast any doubts.,6,54HIDDEN CITIES 4,Existentialism
"To recall what had been fauna, Theodora's library would preserve on its shelves the volumes of Buffon and Linnaeus.",6,54HIDDEN CITIES 4,Existentialism
"At least that is what Theodora's inhabitants believed, far from imagining that a forgotten fauna was stirring from its lethargy.",6,54HIDDEN CITIES 4,Existentialism
"Relegated for long eras to remote hiding places, ever since it had been deposed by the system of nonextinct species, the other fauna was coming back to the light from the library's basements where the incunabula were kept; it was leaping from the capitals and drainpipes, perching at the sleepers' bedside.",-1,54HIDDEN CITIES 4,Complexity
"Sphinxes, griffons, chimeras, dragons, hircocervi, harpies, hydras, unicorns, basilisks were resuming possession of their city.",-1,54HIDDEN CITIES 4,Complexity
"I should not tell you of Berenice, the unjust city, which crowns with triglyphs, abaci, metopes the gears of its meat-grinding machines (the men assigned to polishing, when they raise their chins over the balustrades and contemplate the atria, stairways, porticos, feel even more imprisoned and short of stature).",-1,55HIDDEN CITIES 5,Complexity
Instead.,3,55HIDDEN CITIES 5,Gaze
"I should tell you of the hidden Berenice, the city of the just, handling makeshift materials in the shadowy rooms behind the shops and beneath the stairs, linking a network of wires and pipes and pulleys and pistons and counterweights that infiltrates like a climbing plant among the great cogged wheels (when they jam, a subdued ticking gives warning that a new precision mechanism is governing the city).",-1,55HIDDEN CITIES 5,Complexity
"Instead of describing to you the perfumed pools of the baths where the unjust of Berenice recline and weave their intrigues with rotund eloquence and observe with a proprietary eye the rotund flesh of the bathing odalisques, I should say to you how the just, always cautious to evade the spying sycophants and the Janizaries' mass arrests, recognize one another by their way of speaking, especially their pronunciation of commas and parentheses; from their habits which remain austere and innocent, avoiding complicated and nervous moods; from their sober but tasty cuisine, which evokes an ancient golden age: rice and celery soup, boiled beans, fried squash flowers.",-1,55HIDDEN CITIES 5,Complexity
"From these data it is possible to deduce an image of the future Berenice, which will bring you closer to knowing the truth than any other information about the city as it is seen today.",0,55HIDDEN CITIES 5,Opposite
"You must nevertheless bear in mind what I am about to say to you: in the seed of the city of the just, a malignant seed is hidden, in its turn: the certainty and pride of being in the right--and of being more just than many others who call themselves more just than the just.",-1,55HIDDEN CITIES 5,Complexity
"This seed ferments in bitterness, rivalry, resentment; and the natural desire of revenge on the unjust is coloured by a yearning to be in their place and to act as they do.",-1,55HIDDEN CITIES 5,Complexity
"Another unjust city, though different from the first, is digging out its space within the double sheath of the unjust and just Berenices.",0,55HIDDEN CITIES 5,Opposite
"Having said this, I do not wish your eyes to catch a distorted image, so I must draw your attention to an intrinsic quality of this unjust city germinating secretly inside the secret just city: and this is the possible awakening--as if in an excited opening of windows--of a later love for justice, not yet subjected to rules, capable of reassembling a city still more just than it was before it became the vessel of injustice.",0,55HIDDEN CITIES 5,Opposite
"But if you peer deeper into this new germ of justice you can discern a tiny spot that is spreading like the mounting tendency to impose what is just through what is unjust, and perhaps this is the germ of an immense metropolis ... From my words you will have reached the conclusion that the real Berenice is a temporal succession of different cities, alternately just and unjust.",0,55HIDDEN CITIES 5,Opposite
"But what I wanted to warn you about is something else: all the future Berenices are already present in this instant, wrapped one within the other, confined, crammed, inextricable.",0,55HIDDEN CITIES 5,Opposite
