name,review,time,rating,language,post_time,month,year,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,length
Sam,"The occasion of my awarding five stars to anything here is a rare one, but Invisible Cities just about wins my heart.If you open books hoping for the usual bombardment of clichés necessary to hold together a riveting story or one of the usual old formulaic plots, then Invisible Cities isn’t something you’ll appreciate. If, on the other hand, you enjoy the experience of reading purely for its own sake then you may very well be enchanted by this magical little book.In creating this fictional communion between the emperor Kublai Khan and travelling merchant Marco Polo the author has devised a playground in which he can run away with all of his imaginings and inventions without having to adhere to the comparatively predictable conventions of plot and narrative, enabling the book to confidently hold what are often beautiful and captivating abstractions in the form of pure prose. Calvino has such a magnificent way of presenting his words and descriptions that you may very well find yourself blown along, if your sails are so positioned, into the midst of his creation where you will drift pleasurably until the books end.Attempting to describe what this book consists of isn’t the easiest of tasks. So here is one of the city descriptions of which it consists:Summoned to lay down the rules for the foundation of Perinthia, the astronomers established the place and the day according to the position of the stars; they draw the intersecting lines of the decumanus and the cardo, the first oriented to the passage of the sun and the other like the axis on which the heavens turn. They divided the map according to the twelve houses of the zodiac so that each temple and each neighbourhood would receive the proper influence of the favoring constellations; they fixed the point in the walls where gates should be cut, foreseeing how each would frame an eclipse of the moon in the net thousand years. Perinthia - they guaranteed - would reflect the harmony of the firmament; nature’s reason and the gods’ benevolence would shape the inhabitants destinies.Following the astronomers’ calculations precisely, Perinthia was constructed; various peoples came to populate it; the first generation born in Perinthia began to grow within its walls; and these citizens reached the age to marry and have children.In Perinthia’s streets and square today you encounter cripples, dwarfs, hunchbacks, obese men, bearded women. But the worse cannot be seen; guttural howls are heard from cellars and lofts, where families hide children with three heads or six legs.Perinthia’s astronomers are faced with a difficult choice. Either they must admit that all their calculations were wrong and their figures are unable to describe the heavens, or they must reveal that the order of the gods is reflected exactly in the city of monsters.It is treasures like this which Invisible Cities contains. Here is another:Those who arrive at Thekla can see little of the city, beyond the plank fences, the sackcloth screens, the scaffoldings, the metal armatures, the wooden catwalks hanging from ropes or supported by sawhorses, the ladders, the trestles. If you ask, “Why is Thekla’s construction taking such a long time?” the inhabitants continue hoisting sacks, lowering leaded strings, moving brushes up and down, as they answer, “So that its destruction cannot begin.” And if asked whether they fear that, once the scaffoldings are removed, the city may begin to crumble and fall to pieces, they add hastily, in a whisper, “Not only the city.”If, dissatisfied with the answers, someone puts his eye to a crack in the fence, he sees cranes pulling up other cranes, scaffoldings that embrace other scaffoldings, beams that prop up other beams. “What meaning does your construction have?” he asks. “What is the aim of a city under construction unless it is a city? Where is the plan you are following, the blueprint?”“We will show it to you as soon as the working day is over, we cannot interrupt our work now,” they answer.Work stops at sunset. Darkness falls over the building site. The sky is filled with stars. “There is our blueprint,” they say.This may well strike you as abstract waffle. But to me it is refreshing to have finally found an author, having recently forced myself to wade through some of the more unbearably boring and repetitive passages of William Burroughs’ Cities of the Red Night, who can write non-narrative fiction in a convincing and uplifting way. It is one of the most original books I have ever read. If the passages above strike you as interesting then you should certainly read this. But if it strikes you as boringly pretentious experimentalism then you should seek your fulfilment elsewhere. As for me, I fell in love with it. I have very rarely been compelled to award something five stars, as my idea of what constitutes a five star book is obviously very different from that of the majority of people here who would award it equally to Don Quixote and Harry Potter, but Invisible Cities has undoubtedly earned them all.NOTE: This is a review of the William Weaver translation.",2012-08-09 17:57:36,5,en,2012-08-09 17:57:36,8,2012,0.00201,0.0001,0.00021,0.00013,0.00025,0.00019,849
Zoe Hannay,"pairs nicely with more's utopia or anything shaun tan, epic visualss DO believe the hype. however around the halfway mark i sort of did begin to feel like the tutor of some creative writing course wading thru 40-odd pieces of writing responding to a hyperspecific brief",2023-01-24 07:58:29,0,en,2023-01-24 07:58:29,1,2023,0.00064,0.00012,0.00017,0.00013,0.00018,0.00014,46
Jared Shurin,Huzzah! I can now stop pretending to have read this.,2019-01-04 18:37:28,0,en,2019-01-04 18:37:28,1,2019,0.00111,0.0001,0.00018,0.0001,0.00018,0.00014,10
Arianne,The city exists and it has a simple secret: it knows only departures and no returns.,2021-02-10 07:28:50,5,en,2021-02-10 07:28:50,2,2021,0.00069,0.00012,0.00017,0.00012,0.00018,0.00015,16
Eleanor,"Reading this felt like being in a dream, very slippery and strange. Not poetry, but definitely not normal prose. I liked it a lot, I think, but definitely weird!Some of the cities felt like settings for Ted Chiang short stories (I especially kept getting reminded of 'Tower of Babylon'.)",2022-01-28 09:17:02,4,en,2022-01-28 09:17:02,1,2022,0.00062,0.00012,0.00018,0.00012,0.00018,0.00014,49
Christina,The writing in this is stunning and I’m so excited to read more Italo Calvin. It got dark and depressing which threw me off guard but overall I really liked this!,2022-09-15 11:26:29,3,en,2022-09-15 11:26:29,9,2022,0.00076,0.00012,0.00017,0.00013,0.00018,0.00015,31
Mankrit Singh,"4.5 stars really, but amazing stuff!",2022-12-29 04:49:48,5,en,2022-12-29 04:49:48,12,2022,0.00063,0.00013,0.0002,0.00012,0.00018,0.00014,6
Kelly_Hunsaker_reads ...,"I was lucky enough to teach a lesson on Marco Polo this year when I was a longterm substitute teacher. That prompted me to read this book, and I found it fantastical, charming, intriguing... I really loved the way Calvino told this story.",2021-07-30 05:59:52,4,en,2021-07-30 05:59:52,7,2021,0.00055,0.00013,0.00019,0.00013,0.00017,0.00014,43
Allamaraine,I read this this year! Why isn't it being added to my reading challenge?,2021-09-30 20:08:15,3,en,2021-09-30 20:08:15,9,2021,0.00067,0.00012,0.00017,0.00012,0.00018,0.00014,14
Flybyreader,"“Elsewhere is a negative mirror. The traveler recognizes the little that is his, discovering the much he has not had and will never have.”This fantasy-travelogue is a hard one both read and review. The descriptions of the imaginary cities Marco Polo describes to Kublai Khan are quite abstract, filled with symbols and subtle attributions that I lost my connection to them after a while. On the other hand, the book is filled with philosophical dialogs, witty conversations between Polo and Khan; and beautiful and profound depictions that open up new gates of thought. I have very mixed feelings about it, overall an lovely read but I’m not sure if I enjoyed every part of it.",2022-02-13 23:04:55,3,en,2022-02-13 23:04:55,2,2022,0.00061,0.00012,0.00018,0.00013,0.00017,0.00014,115
