name,review,time,rating
Hannah,"Thank you, Macky. Great little stories to read in transit or before bed. I find a lot of inspiration in this book, and have many pages tagged for re-reading over and over again.",2007-07-03 00:57:12,4
matt,Try to imagine how strange the stories of the early explorers must have sounded to their countrymen -- Calvino succeeds in helping us regain that sense of awe. A terrific book.,2007-07-14 08:51:27,5
Marc,"Re-read; as remembered, it's beautifully done. Some of the vignettes work better than others, but the best are transcendent and the worst are a) not bad, and b) over quickly.",2007-07-19 11:15:13,4
Charlie Mcallister,this is one of the greatest books i have ever read. made me a hardcore calvino fan forever.,2007-07-22 03:20:42,5
Mindy,This book is enchanting if you find yourself wandering down streets just to see what is around the corner. If travel for curiosity and not for bragging rights you will love this book...,2007-07-28 20:43:22,4
Sonia,Another must-read by an exceptional author,2007-08-01 22:31:26,4
Rafael Gonzalez,I learned that narratives are sometimes best told with the imagination of a child and the audacity and lust of an adult.,2007-08-02 05:12:14,5
amy,poetic.,2007-08-05 12:36:48,4
Cat,"One of my favorite books ever. My favorite chapter is the one about ""Despina"".",2007-08-17 05:55:12,5
Saman smiles,Travellers can recocnize every little thing which is theirs by seeing very big things which isnot theirs and will be not theirs,2007-08-20 15:22:46,5
Christopherseelie,"Very good -creative, compelling, profound- but very dense. Like reading cerebral poetry, you have to take it bit by bit. One of the most interesting ideas for a book I've ever come across.",2007-08-31 10:21:48,3
Louis Zieja,"I read this right as I was moving to NYC, a fantastic time to do so. I was inspired to explore.",2007-09-01 12:18:46,5
Beavey Kays,Amazing. Spooky.,2007-09-07 07:00:19,5
M,"This book is hard to describe, so I'm not going to try. Suffice to say that, although it seems to make no sense at first, it's worth the read after two or three times through.",2007-09-12 05:25:08,5
Denise,"evocative, poetic, enthralling - I love this book",2007-09-15 02:12:49,5
Stefan Berteau,"This book is amazing. I am reading it slowly, one city a day. Every day I read about a new city, and every day I discover a new way to experience DC.",2007-09-18 10:40:16,5
Missy,"i wanted to make my own worlds after reading this book, construct my own cities with thread, lead, and towels.",2007-09-25 01:37:28,5
kit,"Savoured aloud:this book should be,a glass of tawny portafter dinner.",2007-09-27 15:15:53,5
Jamie,a perfect meditation on space and memory,2007-09-28 03:09:29,5
Bryan Duffy,Interesting and fun. Images and descriptions are mind blowing.,2007-09-28 22:48:55,3
Vishal,I've read this book! It's a trip and a half! Italo Calvino's creativity takes your imagination for a ride to an infinity of imaginary worlds!,2007-10-09 05:41:01,2
Alex,"I'm re-reading this for a seminar. It's every bit as good as it ever was. If you like your meta-fiction with eloquence and technical grace, Calvino is the master.",2007-10-13 00:48:06,5
mike,"beautiful imagery. takes one to another place (obviously). short, easily read in a day, actually a few hours.",2007-10-16 21:50:27,4
Anna Pervukhin,Yay!!! The best book I've read in ages. I am reading it again already.,2007-10-29 22:32:06,5
Rose,one of my all time favorite books! i'm constantly reading and rereading chapters and dreaming of cities that calvino creates.,2007-10-29 23:28:41,5
Joelle,"Read it ages ago, but can't stop re-reading. I often have my students buy it to get them thinking in new ways.",2007-11-02 23:34:26,5
Gina,"I think I read this before, but want to read it again - based on recommendations from some friends....",2007-11-16 23:25:42,0
Zineb,a classic. I liked the way he discribes these invisible mysterious cities. I didn't know he was talking about Venice the whole time...,2007-11-19 17:32:29,2
Robot,perfect.,2007-11-28 03:41:44,5
Meri Meri,One of my most favourite book of all times.,2007-11-29 04:18:07,5
Justin,Why again do urban planners have to read this book?,2007-11-30 01:07:20,3
Tobias,Finished this. No idea what to rate it as of yet.,2007-12-02 13:31:09,3
Babynumzitgel,I first had this book read to me by Dana and thought it was amazing. The hanging city and the pipe city are my favourites.,2007-12-05 10:42:39,5
Harmony Button,"I usually adore Calvino, but this one left me feeling a bit soggy. Don't believe me that it's boring - I clearly just being impatient!",2007-12-19 08:55:27,2
Jennifer,First read this for grad school in '96. Liked it much more the second time around.,2007-12-29 03:35:29,5
Tara B,"First and only book I ever read by Calvino. It had me burning to read more . . . and now, three years later, I still haven't. I've gotta get on that.",2008-01-06 09:58:36,5
Chris Corbell,This is of my favorite books.,2008-01-07 09:03:17,5
Meredith,"this was very well-written, it's just not my type of book - very surreal, metaquick read, though!",2008-01-10 03:55:28,3
Katie Bailey,"My mom always had a little stack of Calvino, so I read it young and then again when I could understand more. This book is my love, like meditations on the dream of civilisation.",2008-01-13 03:46:40,4
Beth,One of my all-time favorites and a definite re-read regularly,2008-01-14 23:06:53,5
Deanna,I need to re-read this. I've re-read parts of it but it's best in its entirety!! Marco polo!,2008-01-15 12:12:26,5
Kristin,this book nearly brought me to tears at every chapter.beautiful.,2008-01-17 04:43:31,5
Philip,Masterpiece. I have been flipping through and reading chunks again the past few weeks.,2008-01-19 03:32:32,5
Count No Count,"Dutifully inspired by this book, many writers have attempted to describe the charms of a certain sprawling Texan petropolis near the Gulf Coast with a much shorter word count.",2008-01-20 08:36:04,4
t-rex,"When the student is ready, Invisible Cities appear(s).",2008-01-22 02:02:57,5
Rob,"yeah, when i read it everyone told me that every architect had to read it. so i did, and completely enjoyed it.",2008-01-22 03:02:18,4
Sarah,"Strange and fabulous, but it seemed a bit too conceptual for me to really say I loved it. I would describe it as a very special book.",2008-01-24 00:28:22,4
Kir,"I am always re-reading this one. I think it will be my next re-read, after I finish re-reading Infinite Jest (which I've started over because I lost my place).",2008-01-26 11:55:04,5
Kristen Ringman,AMAZING - a constant source of INSPIRATION - SO BEAUTIFUL AHHHHH,2008-01-28 10:37:28,5
Michael,slip this thin volume into your bag before you leave on a trip. marco polo and kublai khan traveling calvino's mind. sublime.,2008-01-29 10:55:33,5
Gretchen,I will reread this book for years and still never fully understand it. Brilliant in a way I hope I do get at some point in my life.,2008-01-31 07:03:28,4
"Jason (""jcreed"")","Ah, my first Calvino. Such a lovely book.",2008-02-01 00:57:24,5
Rodman,recommended by a colleague. I haven't read anything by this Italian writer.I never feel comfortable with translations actually. I hope it will be as good as she said.,2008-02-02 02:12:49,2
Megan,Very poetically written; this book really had me thinking and wistfully idealizing all sorts of things.,2008-02-02 23:35:36,3
Shannon,Aesthetic-changing...must read for anyone who seriously writes poetry...,2008-02-04 11:29:03,5
Parag,I loved this book ... don't even know where to start. Just read it.,2008-02-10 12:31:09,5
Sander-Martijn,still in the midst of it but it's great for readers of reverie like me.,2008-02-13 09:57:08,4
Luisa Dugas,One of my favorite stories by this italian genius of prose.,2008-02-18 10:49:36,5
R.,Funny where we end up.,2008-02-19 12:54:11,5
Devin,Every short chapter I read becomes a dream-like memory.,2008-02-20 23:54:56,4
Samee,"This book is astoundingly weird, like many things written by Italo Calvino. You should really read it.",2008-02-21 12:23:14,4
Angela,It's great.,2008-02-27 04:54:05,5
Alex,brilliant narrative,2008-02-28 10:21:46,5
Hallie,"My favorite book probably. Lyrical, hilarious, devastating.",2008-02-29 01:01:50,5
Stephanie,i know as a student of architecture i am supposed to love this book. i was only mildly interested.,2008-03-03 06:17:37,3
Will,Might have enjoyed reading this at another time in my life but it was a little bit of a one trick pony. Great last paragraph though. Should have just read that and called it a day.,2008-03-03 09:38:19,3
Jessica,Reading this made me yearn to speak Italian.,2008-03-04 08:36:59,4
Emm Bee,"This is one of my favorite books ever. I never tire of re-reading it, and it has remained by my bedside for the past 20 years(!!). A very important and inspirational read for me.",2008-03-05 23:51:38,5
Dan,"Marco Polo, returned from his travels, describes the cities he has seen. Each city is a work of imagination.Acquired Apr 11, 1998Gift from Jenn",2008-03-07 01:52:14,3
